reviews,reviewers,date_reviews,rating,course_id
Some of course material need to be redesign. Its not easy to find solution to problem.,By Hiren P,"Apr 03, 2020",3,introduction-g-suite
"This edition of the course started well with Weeks 1 and 2 being very relevant and of high-quality. Things start sliding in Week 3 with a lecture on Model Checking which I still have to figure out of what use it can be for anyone. Week 4 skids and runs off the highway by being completely off-topic by having students complete a Capstone Assignment which is all about Android Application Development (which is NOT one of the course objectives) and very little about UML and Java. But, a re-work is not unrecoverable and would not require major re-work of the material already developed, IMHO.",By Deleted A,"Oct 29, 2017",3,object-oriented-design
"I found this course to be a little bit too vague and theoretical, and hence, difficult to understand sometimes. I personally prefer to study and work with hands-on and applied aspects of Data Science instead of theory and vague definitions.",By Alina T,"Jun 27, 2019",3,data-science-methodology
+/-,By Deleted A,"Apr 25, 2020",3,introduction-programming-unity
Improve the length of the question because every question is very lengthy.,By Jeet V M,"Jul 13, 2020",3,excel-essentials
"It wasn't I think will be, but it was interesting and I learned so much.",By Pablo J B M,"Apr 24, 2020",3,learning-how-to-learn
It was a great course which gave clear overview of all imaging techniques with their background and practical usage,By Keerthana ,"Aug 02, 2020",3,neuroscience-neuroimaging
"This is an okay introduction to ML and AI, but the overall course content could have been consolidated. As it is right no it feels like a collection of AWS videos already available on the internet, with some of the content even duplicated. The hands-on labs do not really feel hands-on and some key concepts are only brushed upon, while the quizzes are sometimes not even related to the course content. On the introduction to precision and accuracy for example, the formula was incorrect in the video and the quiz treated recall, which was not even explained in the course.",By Anamaria T,"Oct 27, 2019",3,aws-machine-learning
Get ready for a course that assumes you have all the software they use already installed without advanced notice or instructions!,By Kristoffer H,"Jun 09, 2016",3,ml-foundations
The course was helpful.,By Tajreen T,"Jul 18, 2020",3,project-planning
It would be better if hands-on sessions are with coding part.,By PRANEETH C,"Apr 16, 2020",3,introduction-to-ai
"Realmente esperaba un enfoque distinto de este curso, si bien el curso es aceptable se espera mucho mas de la Pontificia Universidad Católica ",By Claudio E I L,"Mar 23, 2019",3,camino-excelencia-gestion-proyectos
"Broadly speaking, this is a good course. However, the feeling is that it should be twice as long and with more videos. There is simply not enough instruction to facilitate clear learning and completion of this course is down to an individual's desire to read around and problem solve.In particular, the programming assignments - whilst not technically difficult, lack clear articulation of expectation, which is compounded by pythons slightly inconvenient handling of matrices. Writing vectorised code which involves 1 x N or N x 1 matrices and transpositions often results in zero marks; with no clue whether the code is wrong, the student has misunderstood the expectation  or python is refusing to recognise a N x 1 matrix. This could br helped by including more discriptions about the data sets and the variables being used, as well as the expectation of the output.There are a lot of positives about this course, the videos are well made and are clear. Excellent supplementary learning if you're doing undergraduate Linear Algebra or other Machine Learning courses; just a bit too cramped for a standalone course (even with the others in the specialisation being well understood). Perhaps a four course could be added to this specialisation for ""The Basics of Python for Machine Learning"" where a student covers all the relevant coding knowledge?",By Harrison B,"Apr 18, 2020",3,pca-machine-learning
If you could have explained the terms related to machine learning more and if you could have spend more time on understanding the Actual problem of the case study and then slowly built up the solution it would have been great course. I loved the organization of course but not the flow of the course. Thank You.,By Rakshit K,"Sep 11, 2018",3,data-science-methodology
Too boring,By Jose J Z F,"Nov 28, 2018",3,gestionar-personas
"Everything is good, but asking for money for purchasing certificate.",By Somya S,"May 30, 2020",3,matlab
Notebook would often not save my work,By Alan Z,"Mar 15, 2018",3,neural-networks-deep-learning
Good,By Samarpita D,"Sep 26, 2020",3,philosophy
"The course starts off well enough, but by week 4 the intuition for certain concepts is not imparted well at all, and the correspondence between notation from the lectures and that used in the practice quizzes breaks down badly. I gave it 3 stars instead of 2 stars because the geometric intuition that is imparted is quite good, even though at times the notation is sloppy!",By Ali R A,"May 10, 2020",3,linear-algebra-machine-learning
"Python platform is not user friendly for coding, its not that easy to comprehend, I understand that vectorisation can be easily done in Python but I would have highly appreciated had it been taken in Matlab or Octave. That being said Prof. Andrew Ng has done a wonderful job explaining the key concepts, the course was good and easy to understand. ",By Shuvmay C,"Oct 19, 2018",3,neural-networks-deep-learning
"Great teacher, engaging and interesting. Course clear and well structured.But the course content is far too limited, and toward the end of the course, the most interesting topics discussed in the videos are not evaluated through quiz / exam. I don't think many student can claim that they have a good understanding of those topics.",By Jean-Laurent P,"Jan 06, 2016",3,wharton-finance
Instructor was good but was not able to make us understand the concept easily..Need to be more ellaborative!,By Kumar N,"Oct 29, 2019",3,algorithmic-toolbox
"The course would be great if only everybody could fully participate. As I cannot pass quizzes and submit assignments not having purchased it, I have less motivation to carry on :(",By Liliya G,"Mar 28, 2016",3,exposure-photography
"had to re-write some of the lab scripts but overall, a good course.",By Patrick B,"Sep 30, 2019",3,gcp-fundamentals
"Very approachable course, probably a little too much. Assignments can be done by simply copy-pasting notebooks from the videos without any modification in the model. The generated images are also not that varied, and give skewed image of what humans should look like.Anyhow, the videos are good, as well as the annotated notebooks, to familiarize ourselves with CNN and the Keras API.",By Matthieu S,"Oct 06, 2019",3,introduction-tensorflow
Demasiado extenso para ser el curso introductorio.,By Jhon P A,"Jan 22, 2020",3,gcp-infrastructure-core-services
The content taught is the lecture is not sufficient to pass the practical assignments.I request you to use a dark background on slides.The working of the pseudocode is not clearly explained with examples. I find difficulty in understanding the working of the pseudocode on examples.  ,By Abhijit H J,"Nov 23, 2019",3,algorithmic-toolbox
The programming assignments contain bugs. Also the jupyter notebook kept on shutting down thus slowing down the learning process quite a bit :-(,By Roel H,"Jun 22, 2018",3,convolutional-neural-networks
Curso interessante. Poderia ser uma pouco mais elaborado.,By Rafaelle O d S P,"May 26, 2020",3,ux-ui-design-de-interface
Videos are nice but they are mistakes in the notebooks that disturbs learning,By Pierre-Antoine M,"Feb 19, 2020",3,data-analysis-with-python
need power point slides,By Robert H,"Mar 02, 2020",4,computer-networking
Excellent course for  the beginners!,By XIEBINHE,"Oct 05, 2018",4,python
its amazing,By Rama w 1,"Jul 20, 2020",4,digital-business-models
un poco lentos los ejercicios y repetitivos comandos,By Roberto G,"Apr 06, 2020",4,nlp-sequence-models
A really good course. The way it was taught was really easy to understand. I loved the programming assignments as well.,By Manoj K L,"May 05, 2018",4,neural-networks-deep-learning
"this is a very good course,
I was able to learn a lot about the sentence structure, and punctuations.",By Jayanth S,"Dec 26, 2018",4,grammar-punctuation
"Very good hands-on approach to practical machine learning. However, as the models get more complicated, some of the material isn't really explained very well, specially the last module about 'deep learning' is quite superfluous. I also wish, the course favored providing a bit more mathematical intuition over just graphlab usage. All things aside, if you are really curious about machine learning you should take this course. Be hungry!",By Shiva B,"Dec 06, 2015",4,ml-foundations
very good course,By Dikshant V,"Aug 12, 2020",4,html
helpful insights about convolution and pooling. I could see how they work together.,By Abhijeet M,"May 26, 2019",4,introduction-tensorflow
Thank you Daniel Egger !,By Simran R,"Nov 03, 2018",4,analytics-business-metrics
"I was very excited about this course, learned a lot. But, it became boring in the middle. Although, it was good considering the reading materials to back me up",By Moshiqur R,"Jul 25, 2020",4,data-scientists-tools
Hard challenging course,By Jackey C,"Aug 18, 2020",4,os-power-user
"The Course is designed for absolute beginners. I am an absolute beginner. For us, every added element not otherwise discussed in the course is unnecessary difficulty. Absolute beginners don't even understand coding, ibm cloud to the level of the complex questions raised in the course. Think of novice IT students as individuals who have absolutely no idea beyond daily interactions of apple and windows. So when we are asked complex questions, we cannot understand it. But with extra time we eventually all get there. The course is very well designed, but it would be great if the final assignment is made from topics covered in class. We are not at the level of being exploratory in programming! LOL",By Theodore W,"Sep 27, 2020",4,python-for-applied-data-science-ai
"Covers the subjects in good detail.  I appreciate having instruction from people actively working in the industry.  They were able to provide real world insight into the subjects being covered.   The in-course quizes were a good check on knowledge retention.  however, the instructions on the projects at the end of the course are unclear and do not reflect the vocabulary used in the videos. ",By Alfred e,"Mar 21, 2019",4,construction-project-management
"Its a good course, I only advice that reading files from text book display quality might be better...",By adams x,"Jan 11, 2019",4,what-is-datascience
Good Course,By Rohan K,"Dec 01, 2019",4,python-plotting
Great introduction for python programming language.,By Zhao J,"May 19, 2020",4,python-programming-introduction
Simple and clear enough for beginners.,By 林启荣,"Feb 10, 2016",4,fundamentals-of-graphic-design
You guys can provide more deep intro to data science ,By Chandu P,"Nov 24, 2018",4,what-is-datascience
It's nice enough for beginner.,By Edison C,"Jan 04, 2018",4,python
Thank you,By KIREETI V,"Aug 07, 2020",4,python
Good introduction to the tools that will be used in the rest of the courses in this series.,By Ben W,"Jun 17, 2020",4,data-scientists-tools
Alex has a great delivery and I like the real world interviews.,By Jenn C,"May 07, 2019",4,uva-darden-digital-product-management
"Basico, pero muy bueno",By Pablo E G,"Jun 03, 2018",4,intro-data-science-programacion-estadistica-r
An excellent course. But missed Prof. Boom physical presence.,By ashish a,"Jun 07, 2020",4,introduction-psychology
Good content and very well explained,By Amit P R,"May 25, 2020",4,data-analytics-for-lean-six-sigma
Its an easy and interesting approach of how to make more green our cities :) ,By Daniel Q,"Sep 08, 2020",4,gte-sustainable-cities
"There should have been more exercises on loops, especially definite ones. We had a couple of exercises on infinite loops but none on definite. Also, there should be a way to practice the code along with Chuck as he gives examples using a short & quick code for more practice. Something like a smaller version of the code tool could be right there along side the video. That would help. Thanks.",By Monal S,"Oct 25, 2016",4,python
Courseisverybasicgoodforgeginners,By Muhammad U,"Dec 07, 2019",4,convolutional-neural-networks-tensorflow
"Very basic but good for people who don't have any prior programming experience,",By achal s,"Mar 02, 2016",4,python
Too good for begineer ,By Arjun A P,"Sep 29, 2020",4,python-network-data
"It was a good one, learned a lot about Linux and commands in the Shell and the Bash. They had problems with the Windows Labs, but hopefully they will fix it.",By Svetoslav B,"Feb 17, 2020",4,os-power-user
"En los examenes se deberia tambein tener una opcion de volverlos a español, no encontre la manera de hacerlo",By Juan D,"Jul 08, 2020",4,financial-markets-global
It was a very good introduction into all that google offers in this domain.,By Vikram M,"May 08, 2017",4,gcp-big-data-ml-fundamentals
The programs which the instructor explains could be uploaded. ,By Pema G,"Sep 04, 2020",4,web-development
"I liked the course, I find it really usefull. Although, I would like to have more reading material, as PDFs or articles of the subjects (material that I could save).",By Doménica Q,"Jun 12, 2020",4,schedule-projects
Very useful learning tips and tricks. ,By Antonio G,"Aug 14, 2015",4,learning-how-to-learn
Its a good course with many varieties of quiz. Its will be better if provide more additional reading materials or reference books,By frisdian m,"May 30, 2018",4,forensic-accounting
Explain in more easy way and take pause in continuously speaking. ,By Akash K,"Jul 23, 2020",4,solar-energy-basics
Very good course for starters...,By kartheek k,"Jul 29, 2016",4,python
disappear russian sub,By Германов К А,"May 03, 2020",4,powerpoint-presentations
"The theoretical and practical part is very good, but in the project there are a lot of practical question to confront basically alone, without the needed help. The things were functioning in an unknown way... It was hard - at least to me.",By Tibor R,"Jan 29, 2018",4,probability-intro
"Pragmatic, doable effort, interesting",By Barbara R S,"Sep 16, 2019",4,the-science-of-well-being
great curse,By Muhammad V,"Mar 04, 2020",4,gcp-infrastructure-foundation
It is very useful course.Every medical student learning this course.,By Adroja d M b,"May 28, 2020",4,introduction-psychology
Great class with easy to follow information.  Some of the lab work could be explained better and the support from the lab was not the best.,By Eri,"Feb 17, 2018",4,technical-support-fundamentals
"Nice course, the language is very easy for all.",By Lorena L,"May 12, 2016",4,speak-english-professionally
"If you are looking to just take a class here or there, yes you can, but if you want the 5th course open to you you must complete the 4 courses before. Had I known this I would have started that way, instead I took 3 and tried to take 5, it does not work that way. If you are looking at cost, be sure to review the those options.  While I didn't think I needed the other courses, I found it helpful to refresh my memory and it also helped understand the direction of the course material and assignments in detail.   Even though it may look simple, always take notes during the lecture videos because by the time you get to the quizzes you might find your self stumped and the notes are great reminders on the outline principles of the subject. No, taking notes will not give you the answer, its not designed that way. ",By Sheryl H,"Mar 27, 2017",4,getting-started-with-essay-writing
"Very Nice interface, Mobile friendly, Just for writing coding assignments I had to use laptop. If App supported the same, It would have been more convenient. While course syllabus is direct and gives one idea of applying teaching for practical purpose, which is good right. And Faculty is nice, explains the concept in easy way.",By SHAH S B,"Feb 21, 2017",4,python
比较基础，适合初学者。,By qinshuo,"Oct 23, 2016",4,python-data
Amazing course! A great to tool for anyone interested in International Law.I felt i learned a lot. Thanks!,By Pedro V F S M,"Feb 27, 2016",4,international-law-in-action
The Course has been more about knowing about and implementing them and has been more helpfull in doing so.,By Nitin,"Apr 14, 2017",4,crypto
"Simple and direct explanation, unique video illustration",By Edi P,"Aug 03, 2019",4,introduction-psychology
Good course for a beginner to understand the concepts in Innovation.,By Sivakumar R,"Jun 05, 2020",4,innovation-management
"Good material, labs were a bit buggy.",By Craig W,"Apr 11, 2019",4,os-power-user
good,By Sarvagya M,"Jun 06, 2020",4,python-databases
"Very good, difficult assignments, but lecture videos are shallow and you have to study most of the material on your own.",By Kamil K,"Sep 09, 2017",4,python-plotting
NICE,By PAUL D,"Oct 03, 2020",4,excel-intermediate-1
Basic Big Data concepts adquired. Thanks a lot!,By Jesús G B,"Apr 19, 2020",4,big-data-introduction
"The content is great, thanks to Mr NG for the course, sadly the audio isn't near as good as the content!",By Paco K,"Jul 21, 2018",4,machine-learning
Really helpful as I'm just learning to program and need help understanding the basic of python programming before moving into more complex concepts.,By Brannon C,"May 12, 2020",4,python-basics
"Great material, focus on research and evidence.They could do better with real human-like teaching, instead of just a person reading a text for you.I loved the role play examples, made things easier to understand.I didn't enjoy having the reading material, as generally, reading is not my best skill. Which is why I prefer Coursera courses instead of reading books.",By Dareen A,"Nov 10, 2019",4,people-management
I feel the course can be made more challenging by incorporating a project.,By Afzal H,"Jul 18, 2020",4,wharton-quantitative-modeling
Very effective and useful course. To speak English professionally this course will help me insaallah.,By MOHAMMAD A,"Apr 30, 2020",4,speak-english-professionally
"I found the course very interesting, with a good hands on approach",By David G,"Apr 18, 2020",4,machine-learning-business-professionals
Great introductory course with practical real world examples and a fair amount of technical jargon for engineers,By Kush S,"Feb 12, 2020",4,ai-for-everyone
"This course provides an overview of all GCP services and when to use them, with nice interactive lab assignments. To suggest, there are some parts of the protocols are explained not enough, which left some knowledge gaps for the users.",By Ying T,"Dec 02, 2018",4,gcp-fundamentals
"The last quiz about the interviews is unnecessary. Other than that, great course!",By Jorge E G D L,"Oct 09, 2019",4,correccion-estilo-variaciones
"Good course, you really learn skills which are valuable in real (business) life. The exercise of week 6 is excellent.However, it was a bit slow paced and a bit too easy. I think I could have learned the same material in much less time if the videos had been more to the point (maybe some exmaples less, or explain an example with 2 sentences instead of 5).If you want to go faster, just read the book and only do the exercise of week 6 and the end exam. The book is almost a literal transcription of what he says in the videos. Indentical examples and anecdotes.Summary: content was great but could have been more fast paced.",By Bart B,"Apr 06, 2020",4,negotiation-skills
good,By umashankar y,"Mar 14, 2020",4,aws-fundamentals-going-cloud-native
il n’y a pas de certificats de suivie ?,By nahla a,"Aug 31, 2020",4,food-and-health
Apt and comprehensive!,By INALEGWU V O,"Sep 27, 2020",4,wharton-communication-skills
普及有余，拔高不足,By ALFONSO F,"Sep 17, 2019",4,machine-learning
"I basically liked the course, but was dismayed when a month after finishing, I got an e mail saying I hadn't finished the course. The questions about WHY I DIDN'T FINISH THE COURSE gave no possibility for indicating that I thought I had. I finally found that you believed that I hadn't done peer reviews when in fact . I had done several. So in the end I did 2 more which you had indicated I lacked. Took a bit away from my 'happiness' .",By Kathleen K,"Sep 27, 2020",4,the-science-of-well-being
Course Contents are excellent. The faculty is good. Assignments covered in this course really tests your ability to understand the concepts learned and its application. Overall I enjoyed the learning process and looking forward to enrolling the Part 2 course.,By Indrajit M,"Aug 18, 2020",4,everyday-excel-part-1
It is a good course and very developed. It woud be good to have more Laboratory expirements in the course.,By Mohamed D T,"Jul 13, 2020",4,plantknows
"Interesting course. It is very technical on the history of SEO and very granular on how algorithms are done. Gave me good insight on what to look for while managing my SEO agency. It would have been helpful to have it tie more into the marketing and social media and how to tie those elements together from a marketing strategy, but overall I am glad I took it. ",By Emily K,"Apr 20, 2020",4,search-engine-optimization
Good Course!,By Gary T A,"Jun 01, 2018",4,gcp-infrastructure-core-services
"A good overview of the key concepts, tools and techniques used in medical prognosis with interesting Jupyter notebook exercises and assignments that illustrate the applications and allow us to work hands-on with these techniques..",By A V A,"Jun 21, 2020",4,ai-for-medical-prognosis
I would like to see videos of the tools being applied by the experts ,By Ana L R,"Apr 03, 2020",4,uva-darden-design-thinking-innovation
lots of useful info and references to helpful websites.  information/strategies to help guide and teach you how to adapt your teaching to accommodate all learners ,By Jennifer C,"Jan 08, 2018",4,dyslexia-difficulties
Good starting point for data science,By Abel F,"Feb 17, 2020",4,open-source-tools-for-data-science
Loved it! :D,By Muhammad H,"Dec 10, 2019",4,business
The course provided a good introduction to Operations Analytics. All the sessions felt like hands-on workshops with some real-world examples. I enjoyed learning ToolPak and solver the most. ,By Goldi T,"Jul 25, 2020",4,wharton-operations-analytics
This is a very good introductory course for this field.,By Kolitha D,"May 09, 2017",4,neuromarketing
This course was taught comprehensively. I now understand certain basic underlying principles of web development. Lecturer knows what he is about. ,By Addai G K,"Jul 15, 2017",4,html-css-javascript-for-web-developers
"Muy útil, ofrece un buen primer encuentro con excel.",By Juan M J,"Apr 07, 2017",4,excel-para-negocios
Wonderful course! It's a great introduction to the topic of embodied cognition. My only suggestion is to expand it for the people who are really interested in these topics. ,By Stefan V,"Feb 08, 2017",4,philosophy-cognitive-sciences
"As videoaulas do curso são um pouco longas e não expressam muita informação, mas esse problema é contornado através da leitura dos materiais indicados e da realização dos exercícios. Fora o fórum de discussões que mesmo após tantos anos ainda é ativo e com respostas atuais dos moderadores.Se você quer aprender Python, aqui é um bom lugar para iniciar. Principalmente por canto da cobrança existente para que você termine o curso e as atividades em certo período.Devo relatar que o único problema que tive foi no desafio final do curso, pois o código base fornecido mais do que atrapalha do que ajuda, ele usa um módulo chamado 're' que eu não tenho ideia de como funciona, o que dificultou a realização do exercício.",By José N L T,"Apr 29, 2020",4,ciencia-computacao-python-conceitos
The instructor way of guiding is highly commendable as a result the concepts can be easily comprehended.,By ajaypal s d,"Jan 29, 2016",4,getting-started-with-essay-writing
"Pretty good. I really liked the mid-lecture questions, but I think they're too easy. Also, why isn't there a lesson about criminal procedure? ",By Haran Y,"Jan 15, 2017",4,american-law
It would be good to have examples that are not too much inclined towards Maths.,By Deleted A,"Aug 31, 2016",4,progfun1
I very useful course instead that it's too long & needs to much hardworking from the learner,By Seif E M,"Sep 11, 2020",4,bootstrap-4
"It was superbly full of information i was not privy to before now. Convolution as an operation and it's uses are now obviously apparent to me. It could do with a bit more transparency in the code as sometimes I would personally like to experiment on my own but helper functions which i used in the course are not immediately available to me. My most helpful course so far, it gave me the confidence to attempt my first kaggle competition",By Diretnan D,"Nov 18, 2018",4,convolutional-neural-networks
This is probably biased because I think i would absorb more in a brick and mortar school. ,By Brett A H T,"Nov 10, 2019",4,spanish-vocabulary-meeting-people
good,By Shone G,"Jun 01, 2020",4,technical-support-fundamentals
very useful course for grammarthanks.,By jamelaahmedmohamed,"Jun 12, 2019",4,grammar-punctuation
Very useful！,By Yachen Z,"May 25, 2016",4,r-programming
Definitely an introduction to IT and computers. This is a course geared towards people who have very limited knowledge of computers so it might be a bit tedious or boring to those who do have that knowledge. I did learn several new things and would recommend it to most people. The interviewing information they provide is very helpful. ,By Clayton T,"Sep 06, 2020",4,technical-support-fundamentals
very good,By Souvik D,"Aug 18, 2020",4,python-databases
I am just missing an experience designer feedback but I understand it is not possible.I think is a perfect introduction and if you worked on the optional assignment you can really push yourself to learn more. ,By Paola O,"Apr 21, 2018",5,fundamentals-of-graphic-design
This is an excellent course to start with Python and Prof. Charles has build up an excellent course work.Listening to his lecture is like listening to a music and going deep into it exploring new pathways.His way of delivering the lecture is so simple yet so deep that even a person without any CS background could get on par. Thanks again and looking forward for the next course.,By Kiran S,"Jul 03, 2016",5,python
"Super impressed with the quality of content and how much I have learnt. Thank you Google, my employer's would be proud.",By Fredrick  O,"Dec 10, 2019",5,technical-support-fundamentals
"Es un excelente curso, cumple con la introducción a este enorme mundo de la informática, es uy entretenido, enseña las bases de todo y busca incentivar mediante el uso de herramientas, realmente sientes que aprendes con cada video  ",By Felipe C,"Sep 04, 2020",5,technical-support-fundamentals
"great course, perfectly organized and have a lot of infos about computer vision and how to tackle 3D images and segmentation",By Moustafa A S,"Jul 08, 2020",5,ai-for-medical-diagnosis
Awesome course ,By Mohamed N,"Jun 15, 2019",5,excel-essentials
Nice One,By Omkar R,"Apr 02, 2020",5,it-security
Great i learnt a lot,By adriana m,"Aug 23, 2017",5,python-data
"  Learned a lot of different concepts like advantages of slow and diffused learning, how past learning can help in shaping your future, advantages of having a poor memory, how meditation can help develop the mind, What is the importance of developing second skill, How hobbies help keep your mind fresh and agile, and many more. A great course indeed with very attractive video as it contains music, image, graphics for audience engagement. Highly recommended.  ",By Prachi A,"May 20, 2020",5,mindshift
"EXCELENTE, MUY  DINAMICO Y FACIL DE APRENDER",By tania f c,"Mar 06, 2019",5,contabilidad
This course provides an excellent introduction to AI and deep learning. ,By Aditya S,"Jun 18, 2020",5,ai-for-everyone
It was just the right course for me ...All the contents of course helped me a lot in competitive coding as well  :),By CHERUKUPALLY K R,"Jul 16, 2020",5,algorithmic-toolbox
The specialization covers brief introduction to the concepts of Computer Vision and Natural Language Processing. It introduces to TensorFlow and gives a hands-on practical experience over the tool through simple assignments.  ,By Zeeshan A,"Jun 25, 2020",5,introduction-tensorflow
Excellent teaching technique and also labs were explained very well. Thank You,By priyanka,"May 09, 2020",5,gcp-infrastructure-foundation
"  Thank you so much for the course. It was great, clear and very interesting. Despite the fact that I am an architect, neurobiology really fascinated me and all thanks to you. Thank you for your work.🙏  ",By ANASTASIYA Y,"Jun 20, 2020",5,neurobiology
great content to build the foundation.,By ISTIAQ A A,"Oct 08, 2019",5,technical-support-fundamentals
good lectures were provided and can say that we have learned each and everything.,By Mohit B,"Jun 18, 2020",5,uva-darden-foundations-business-strategy
"Very good course, I can't wait to start the next one!!",By Tim A R M,"Aug 27, 2018",5,python-network-data
I like that the content of the course is splitted into small parts. It maintains interest and doesn't bore,By Askargali A,"May 29, 2018",5,english-principles
Quite Good!,By Vignesh. M,"Oct 02, 2020",5,uva-darden-market-analytics
Interesting course!,By Junjie R,"May 26, 2017",5,python-data
I am enjoying challenging myself as well a learning a much needed skill moving towards the future.,By Renee L,"May 05, 2020",5,technical-support-fundamentals
"Very usefull information, I'm an athlete and I have a B.A. in Culinary Arts, so this was great for me. Thanks!",By F�tima S,"Jul 02, 2020",5,food-and-health
Great Course for intermediate Java! ,By Vinicio D S,"May 28, 2018",5,java-programming
a very amazing experience that broadened my mind and learning abilities  ,By Amberose M,"Sep 20, 2019",5,introduction-psychology
"I like the teacher,they are so nice and I learn more thing about entrepreneurship.",By May ,"Oct 25, 2018",5,business
Excelente Curso y Formación. Altamente recomendable.,By Lorena P,"Jun 05, 2017",5,mafash
"Very hard, but also really interesting. I didn't know anything about anatomy and I have adquired so much knowledge at the end of this course. Thanks!",By María M M,"Jun 07, 2020",5,anatomy403-1x
Challenging with interesting twists and turns.,By Ignatius L J M,"Sep 11, 2020",5,computer-networking
It is the best course i can think to know about computer from basics and how it works. I am thankful to the team of this course.,By Amandeep S,"Aug 03, 2018",5,build-a-computer
Good information!,By Paula M,"Apr 29, 2020",5,data-science-methodology
great intro course to R,By xuwei l,"Feb 08, 2016",5,r-programming
Very Well Designed and Presented,By Mohamed A S A S,"Sep 11, 2020",5,negotiation-skills
The medium of instruction and the way sir taught was quite remarkable. this was my first online course and the way of teaching kept me motivated to continue. Thanks Sir!!!!!,By Hassan R,"May 27, 2020",5,matlab
Prof Andrew really help me to understand the basic of neural network from scratch.,By Christopher W,"Nov 07, 2018",5,neural-networks-deep-learning
Nicely done. Only thing is its very 'American'. A lot of the recipes and tips are too elementary. Would have loved some more ideas on what to cook/ how to cook etc.,By Dipti A,"Sep 30, 2015",5,childnutrition
Its ggod but could be better,By Benjamin A R S,"Aug 28, 2020",5,excel-advanced
Dr Chuck is the coolest professor saw in my life,By Aditya S,"Jun 26, 2020",5,python-data
"It was my first class linked with the first aid, and it was really fantastic. I'm an engineer and a manager, so I didn't knew nothing about PFA. Fortunately I applied for this course and it changed a lot. Many thanks to the professor George Everly and his team for their work!!!",By Vladislav F,"Apr 29, 2020",5,psychological-first-aid
Helpful to beginners in business studies;Easy to understand;,By duwenjia ,"Jul 07, 2017",5,mafash
"Wow! This course came just at the right time in my life. Unemployed and doubting my own self-confidence, I had internalized all my failures as innate reflections of who I am––a failure. This course taught me (and in some points, re-taught me) the neuroscience, psychology and physiology of how human leverage their greatest evolutionary advantage, learning. Having completed this course, I've regained much of my self-confidence, and I am, once again, ready to get back out in the world, now knowing, I am capable, with hard work and perseverance, of learning anything. ",By Michael G,"Oct 16, 2017",5,learning-how-to-learn
Victor was a great instructor who had vast knowledge and taught networking basics in a fun way ,By Abilash S,"Jun 09, 2019",5,computer-networking
Simple to follow examples and progressively increasing complexity.,By Balaji S,"Apr 28, 2020",5,python-for-applied-data-science-ai
"Another great course from Dr. Chuck. I have taken an introductory python class before, but had never learned any SQL or anything to do with databases. It is clear how many possibilities this subject can open up for your programming.",By Finn E D,"Apr 16, 2020",5,python-databases
"very good course! Amazing professor, everything explained. I can recommend it to anyone interested in the Financial Market",By Marta K,"Jun 03, 2020",5,financial-markets-global
This is a very nice  course for beginners and for persons who are interested to know more about immunology  ,By MOHAMED M P ,"Oct 01, 2020",5,immunologyfundamentalsimmunitybcells
Nice !!recommended to acknowledge a  map of the IT world.,By Lucas M,"Oct 03, 2020",5,technical-support-fundamentals
This is a great course for someone that is getting marketing metrics classes for the first time. I think the best part was the week 5 final quiz. I really enjoyed the fact that the emphasis of the quiz was on understanding the ideas behind the numbers and not on doing endless calculations. I do understand that in order to master the subject you need to practice the math but before that you really need to understand the concept behind the numbers (this is extremely important in all math related issues).,By Roberto E D L P,"May 07, 2020",5,uva-darden-market-analytics
Very good,By Phitchayaphak ,"Apr 15, 2020",5,learn-chinese
This Course is very much essential..I learned many new things from this course which will help me in future..    ,By Rasel M,"Apr 24, 2020",5,speak-english-professionally
"Excellent course, well structured with easy to follow explanations and very relevant to anyone at any stage in life. Highly recommended, thanks for the effort in putting it together.",By Deleted A,"Oct 09, 2015",5,learning-how-to-learn
The Best! I am so pleased with this course. The teacher is engaging and friendly. The information is scientifically proven and helps me feel in control of my own well-being.,By Karen S,"Jul 08, 2019",5,the-science-of-well-being
This is the first online course I've enjoyed from beginning to end. The lectures were fun and very informative. I especially enjoyed working on the assignments. They encouraged me to utilize everything I was learning in the lecture videos. I went from knowing very little about programming to writing functional and versatile codes on my own within a few weeks. I would definitely recommend this course for anyone looking to get the basics about MATLAB.,By Oladipo Q,"May 30, 2020",5,matlab
"I expected more technical course but I'm really happy that it has focused on the Mindset and important principles around music production. Moreover it covers not only the production but also composing, strategy and Artists mentoring. Amazing course !",By Sami H,"May 08, 2020",5,producing-music
Thanks coursera for providing a great platform to youngsters to learn.This course has been a great boost to my resume.,By sriganesh i,"Jul 24, 2019",5,supply-chain-logistics
Amazing!!Loved the laoshi,By DHANVIN S,"Apr 20, 2020",5,learn-chinese
Great course. it would only be better if the grading system for submissions was not so laborious and time-consuming. ,By Lynne B,"Jan 28, 2020",5,diversity-inclusion-workplace
I love how the instructor break things down so simply and easy to understand. The examples given are straight to the point. Love it.,By Fatin I,"Jul 25, 2016",5,fundamentals-of-graphic-design
A really intresting intoduction that gives a general idea about what someone can do with Data Science!,By Symeon L ,"Dec 14, 2019",5,what-is-datascience
Excellent course with great didactic. Congratulations!,By Giovanni M C V,"Feb 16, 2016",5,data-scientists-tools
good preview,By Halwest A S,"Jun 20, 2019",5,open-source-tools-for-data-science
"I love this course, it is very interesting.",By 谢雨敖,"Mar 12, 2020",5,python-data
Great Introduction,By Fatima H Y,"Jan 04, 2017",5,introduction-to-software-product-management
